Latitude (decimal degrees):	59.794
Longitude (decimal degrees):	7.568
Elevation (m):	914
Radiation database:	PVGIS-SARAH3


Slope: 46 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200118:2111,0.0,0.0,0.0,-5.14,2.69,0.0
20200118:2211,0.0,0.0,0.0,-5.44,2.41,0.0
20200118:2311,0.0,0.0,0.0,-5.95,2.62,0.0
20200119:0011,0.0,0.0,0.0,-5.85,2.83,0.0
20200119:0111,0.0,0.0,0.0,-5.72,3.03,0.0
20200119:0211,0.0,0.0,0.0,-5.25,3.52,0.0
20200119:0311,0.0,0.0,0.0,-4.68,4.07,0.0
20200119:0411,0.0,0.0,0.0,-4.48,4.41,0.0
20200119:0511,0.0,0.0,0.0,-4.46,4.69,0.0
20200119:0611,0.0,0.0,0.0,-4.73,4.34,0.0
20200119:0711,0.0,0.0,0.0,-5.56,3.24,0.0
20200119:0811,0.0,0.0,0.0,-6.15,2.97,0.0
20200119:0911,0.0,3.23,4.32,-6.67,2.83,0.0
20200119:1011,81.37,102.24,7.83,-6.77,2.55,0.0
20200119:1111,2.98,11.39,9.64,-6.69,2.55,0.0
20200119:1211,2.97,11.38,9.61,-6.41,2.48,0.0
20200119:1311,14.61,28.08,7.72,-6.2,2.55,0.0
20200119:1411,0.0,3.22,4.14,-6.04,2.41,0.0
20200119:1511,0.0,0.0,0.0,-6.15,2.28,0.0
20200119:1611,0.0,0.0,0.0,-5.94,2.21,0.0
20200119:1711,0.0,0.0,0.0,-5.59,2.21,0.0
20200119:1811,0.0,0.0,0.0,-5.14,2.21,0.0
20200119:1911,0.0,0.0,0.0,-4.88,2.41,0.0
20200119:2011,0.0,0.0,0.0,-4.07,2.14,0.0
20200119:2111,0.0,0.0,0.0,-3.88,2.14,0.0
20200119:2211,0.0,0.0,0.0,-3.51,2.48,0.0
20200119:2311,0.0,0.0,0.0,-2.72,3.24,0.0
20200120:0011,0.0,0.0,0.0,-2.22,4.0,0.0
20200120:0111,0.0,0.0,0.0,-2.05,4.55,0.0
20200120:0211,0.0,0.0,0.0,-2.08,4.48,0.0
20200120:0311,0.0,0.0,0.0,-2.05,4.28,0.0
20200120:0411,0.0,0.0,0.0,-1.69,4.07,0.0
20200120:0511,0.0,0.0,0.0,-1.63,3.59,0.0
20200120:0611,0.0,0.0,0.0,-1.56,3.31,0.0
20200120:0711,0.0,0.0,0.0,-2.08,3.1,0.0
20200120:0811,0.0,0.0,0.0,-1.68,3.03,0.0
20200120:0911,0.0,4.04,4.5,-0.91,3.17,0.0
20200120:1011,1.33,8.52,8.03,-0.26,3.45,0.0
20200120:1111,2.84,11.39,9.85,0.39,3.79,0.0
20200120:1211,2.82,11.38,9.82,0.88,4.21,0.0
20200120:1311,1.31,8.51,7.94,1.13,4.48,0.0
20200120:1411,0.0,3.23,4.37,1.44,4.41,0.0
20200120:1511,0.0,0.0,0.0,1.43,4.41,0.0
20200120:1611,0.0,0.0,0.0,1.47,4.48,0.0
20200120:1711,0.0,0.0,0.0,1.35,4.69,0.0
20200120:1811,0.0,0.0,0.0,1.69,5.1,0.0
20200120:1911,0.0,0.0,0.0,1.6,4.76,0.0
20200120:2011,0.0,0.0,0.0,1.67,5.1,0.0
20200120:2111,0.0,0.0,0.0,1.68,5.24,0.0
20200120:2211,0.0,0.0,0.0,1.9,5.59,0.0
20200120:2311,0.0,0.0,0.0,1.88,5.93,0.0
20200121:0011,0.0,0.0,0.0,2.15,6.21,0.0
20200121:0111,0.0,0.0,0.0,2.32,6.41,0.0
20200121:0211,0.0,0.0,0.0,2.33,6.48,0.0
20200121:0311,0.0,0.0,0.0,2.38,6.83,0.0
20200121:0411,0.0,0.0,0.0,2.19,6.21,0.0
20200121:0511,0.0,0.0,0.0,2.56,5.72,0.0
20200121:0611,0.0,0.0,0.0,2.26,5.52,0.0
20200121:0711,0.0,0.0,0.0,1.74,4.21,0.0
20200121:0811,0.0,0.0,0.0,0.64,4.14,0.0
20200121:0911,0.0,4.04,4.69,-0.01,4.76,0.0
20200121:1011,5.8,16.19,8.23,-0.82,4.69,0.0
20200121:1111,12.88,26.28,10.07,-1.26,4.97,0.0
20200121:1211,2.87,11.39,10.05,-1.5,5.31,0.0
20200121:1311,1.34,8.52,8.17,-1.71,5.59,0.0
20200121:1411,4.27,13.72,4.6,-1.83,5.59,0.0
20200121:1511,0.0,0.0,0.0,-2.07,5.45,0.0
20200121:1611,0.0,0.0,0.0,-2.2,5.52,0.0
20200121:1711,0.0,0.0,0.0,-2.14,5.72,0.0
20200121:1811,0.0,0.0,0.0,-1.96,5.72,0.0
20200121:1911,0.0,0.0,0.0,-2.0,5.59,0.0
20200121:2011,0.0,0.0,0.0,-1.76,5.79,0.0
20200121:2111,0.0,0.0,0.0,-1.64,5.72,0.0
20200121:2211,0.0,0.0,0.0,-1.29,5.79,0.0
20200121:2311,0.0,0.0,0.0,-1.18,5.66,0.0
20200122:0011,0.0,0.0,0.0,-1.26,5.52,0.0
20200122:0111,0.0,0.0,0.0,-1.45,5.31,0.0
20200122:0211,0.0,0.0,0.0,-1.8,5.17,0.0
20200122:0311,0.0,0.0,0.0,-2.03,5.31,0.0
20200122:0411,0.0,0.0,0.0,-2.34,5.59,0.0
20200122:0511,0.0,0.0,0.0,-2.71,5.66,0.0
20200122:0611,0.0,0.0,0.0,-3.14,5.59,0.0
20200122:0711,0.0,0.0,0.0,-3.02,5.03,0.0
20200122:0811,0.0,0.0,0.0,-3.46,4.48,0.0
20200122:0911,88.82,110.2,4.88,-4.15,3.24,0.0
20200122:1011,2.75,11.08,8.44,-4.37,2.0,0.0
20200122:1111,3.45,12.26,10.29,-4.82,1.66,0.0
20200122:1211,3.45,12.26,10.28,-4.87,1.59,0.0
20200122:1311,1.82,9.37,8.41,-5.0,1.66,0.0
20200122:1411,3.88,12.92,4.83,-5.71,1.86,0.0
20200122:1511,0.0,0.0,0.0,-6.25,2.0,0.0
20200122:1611,0.0,0.0,0.0,-6.45,2.28,0.0
20200122:1711,0.0,0.0,0.0,-6.43,2.34,0.0
20200122:1811,0.0,0.0,0.0,-6.93,2.34,0.0
20200122:1911,0.0,0.0,0.0,-6.26,2.21,0.0
20200122:2011,0.0,0.0,0.0,-6.26,2.14,0.0
20200122:2111,0.0,0.0,0.0,-6.09,2.07,0.0
20200122:2211,0.0,0.0,0.0,-6.12,2.07,0.0
20200122:2311,0.0,0.0,0.0,-6.06,2.07,0.0
20200123:0011,0.0,0.0,0.0,-5.82,2.14,0.0
20200123:0111,0.0,0.0,0.0,-5.18,2.28,0.0
20200123:0211,0.0,0.0,0.0,-4.06,2.55,0.0
20200123:0311,0.0,0.0,0.0,-3.18,2.9,0.0
20200123:0411,0.0,0.0,0.0,-1.3,4.34,0.0
20200123:0511,0.0,0.0,0.0,-0.36,5.38,0.0
20200123:0611,0.0,0.0,0.0,-0.28,5.59,0.0
20200123:0711,0.0,0.0,0.0,0.03,5.59,0.0
20200123:0811,0.0,0.0,0.0,0.33,5.79,0.0
20200123:0911,408.66,450.88,5.08,0.63,6.07,0.0
20200123:1011,581.31,644.04,8.66,0.73,6.41,0.0
20200123:1111,182.43,212.42,10.52,0.9,6.48,0.0
20200123:1211,3.32,12.26,10.51,1.01,6.34,0.0
20200123:1311,1.74,9.37,8.65,1.14,6.21,0.0
20200123:1411,271.47,304.48,5.07,0.95,5.93,0.0
20200123:1511,0.0,0.0,0.0,0.89,6.07,0.0
20200123:1611,0.0,0.0,0.0,0.88,5.93,0.0
20200123:1711,0.0,0.0,0.0,0.86,6.0,0.0
20200123:1811,0.0,0.0,0.0,0.91,6.0,0.0
20200123:1911,0.0,0.0,0.0,0.97,5.31,0.0
20200123:2011,0.0,0.0,0.0,0.88,5.24,0.0
20200123:2111,0.0,0.0,0.0,0.92,5.45,0.0
20200123:2211,0.0,0.0,0.0,0.97,5.52,0.0
20200123:2311,0.0,0.0,0.0,1.11,5.52,0.0
20200124:0011,0.0,0.0,0.0,1.01,5.45,0.0
20200124:0111,0.0,0.0,0.0,0.69,5.45,0.0
20200124:0211,0.0,0.0,0.0,0.26,5.38,0.0
20200124:0311,0.0,0.0,0.0,-0.34,5.1,0.0
20200124:0411,0.0,0.0,0.0,-0.69,4.76,0.0
20200124:0511,0.0,0.0,0.0,-1.13,4.55,0.0
20200124:0611,0.0,0.0,0.0,-1.46,4.48,0.0
20200124:0711,0.0,0.0,0.0,-1.69,4.07,0.0
20200124:0811,0.0,0.0,0.0,-1.85,4.28,0.0
20200124:0911,0.0,4.85,5.29,-2.01,4.62,0.0
20200124:1011,2.23,10.22,8.88,-1.84,5.38,0.0
20200124:1111,3.9,13.14,10.75,-1.54,5.93,0.0
20200124:1211,3.9,13.14,10.75,-1.28,6.21,0.0
20200124:1311,1.78,9.37,8.89,-1.83,6.41,0.0
20200124:1411,3.8,12.93,5.32,-2.22,6.34,0.0
20200124:1511,0.0,0.0,0.0,-2.65,6.07,0.0
20200124:1611,0.0,0.0,0.0,-2.97,5.66,0.0
20200124:1711,0.0,0.0,0.0,-3.0,5.45,0.0
20200124:1811,0.0,0.0,0.0,-3.12,5.17,0.0
20200124:1911,0.0,0.0,0.0,-3.22,5.17,0.0
20200124:2011,0.0,0.0,0.0,-3.38,4.97,0.0
20200124:2111,0.0,0.0,0.0,-3.56,4.76,0.0
20200124:2211,0.0,0.0,0.0,-3.57,4.69,0.0
20200124:2311,0.0,0.0,0.0,-3.57,4.48,0.0
20200125:0011,0.0,0.0,0.0,-3.67,4.21,0.0
20200125:0111,0.0,0.0,0.0,-3.74,3.72,0.0
20200125:0211,0.0,0.0,0.0,-3.72,3.31,0.0
20200125:0311,0.0,0.0,0.0,-3.74,3.03,0.0
20200125:0411,0.0,0.0,0.0,-3.63,2.69,0.0
20200125:0511,0.0,0.0,0.0,-3.56,2.28,0.0
20200125:0611,0.0,0.0,0.0,-3.42,2.0,0.0
20200125:0711,0.0,0.0,0.0,-3.36,1.66,0.0
20200125:0811,0.0,0.0,0.0,-3.6,1.59,0.0
20200125:0911,18.1,32.45,5.5,-3.92,1.52,0.0
20200125:1011,21.79,37.48,9.1,-3.53,1.72,0.0
20200125:1111,213.58,244.51,10.99,-2.09,2.14,0.0
20200125:1211,7.86,19.27,11.0,-1.35,2.55,0.0
20200125:1311,2.22,10.23,9.14,-1.16,2.48,0.0
20200125:1411,0.0,4.85,5.57,-0.87,2.48,0.0
20200125:1511,0.0,0.0,0.0,-0.53,2.83,0.0
20200125:1611,0.0,0.0,0.0,-0.07,3.45,0.0
20200125:1711,0.0,0.0,0.0,0.25,4.0,0.0
20200125:1811,0.0,0.0,0.0,0.39,4.34,0.0
20200125:1911,0.0,0.0,0.0,0.4,4.07,0.0
20200125:2011,0.0,0.0,0.0,0.12,3.93,0.0
20200125:2111,0.0,0.0,0.0,0.04,3.86,0.0
20200125:2211,0.0,0.0,0.0,-0.08,3.72,0.0
20200125:2311,0.0,0.0,0.0,-0.29,3.52,0.0
20200126:0011,0.0,0.0,0.0,-0.73,3.17,0.0
20200126:0111,0.0,0.0,0.0,-0.89,2.9,0.0
20200126:0211,0.0,0.0,0.0,-0.85,2.76,0.0
20200126:0311,0.0,0.0,0.0,-1.18,2.62,0.0
20200126:0411,0.0,0.0,0.0,-1.18,2.48,0.0
20200126:0511,0.0,0.0,0.0,-1.07,2.28,0.0
20200126:0611,0.0,0.0,0.0,-0.99,2.14,0.0
20200126:0711,0.0,0.0,0.0,-0.64,1.79,0.0
20200126:0811,0.0,0.0,0.0,-0.62,2.0,0.0
20200126:0911,19.53,34.66,5.72,-0.7,2.55,0.0
20200126:1011,18.81,34.07,9.34,-0.88,2.69,0.0
20200126:1111,3.89,13.14,11.23,-1.07,2.41,0.0
20200126:1211,3.88,13.14,11.25,-0.88,1.52,0.0
20200126:1311,2.22,10.23,9.4,-0.62,1.45,0.0
20200126:1411,0.0,4.85,5.82,-0.92,1.45,0.0
20200126:1511,0.0,0.0,0.0,-0.98,1.38,0.0
20200126:1611,0.0,0.0,0.0,-1.09,1.45,0.0
20200126:1711,0.0,0.0,0.0,-1.03,1.72,0.0
20200126:1811,0.0,0.0,0.0,-0.96,1.72,0.0
20200126:1911,0.0,0.0,0.0,-0.75,2.0,0.0
20200126:2011,0.0,0.0,0.0,-0.54,2.21,0.0
20200126:2111,0.0,0.0,0.0,-0.55,2.28,0.0
20200126:2211,0.0,0.0,0.0,-0.52,2.41,0.0
20200126:2311,0.0,0.0,0.0,-0.54,2.69,0.0
20200127:0011,0.0,0.0,0.0,-0.57,2.83,0.0
20200127:0111,0.0,0.0,0.0,-0.55,2.9,0.0
20200127:0211,0.0,0.0,0.0,-0.5,2.62,0.0
20200127:0311,0.0,0.0,0.0,-0.58,2.41,0.0
20200127:0411,0.0,0.0,0.0,-0.65,2.34,0.0
20200127:0511,0.0,0.0,0.0,-0.66,2.14,0.0
20200127:0611,0.0,0.0,0.0,-0.77,1.93,0.0
20200127:0711,0.0,0.0,0.0,-0.89,1.86,0.0
20200127:0811,0.0,0.0,0.0,-0.97,1.72,0.0
20200127:0911,9.05,21.0,5.95,-0.98,1.72,0.0
20200127:1011,91.95,116.34,9.58,-0.91,1.72,0.0
20200127:1111,16.82,31.53,11.48,-0.93,1.72,0.0
20200127:1211,58.5,80.45,11.51,-0.84,2.0,0.0
20200127:1311,157.49,186.02,9.66,-0.48,2.41,0.0
20200127:1411,0.07,5.66,6.08,-0.73,2.07,0.0
20200127:1511,0.0,0.0,0.0,-1.21,2.34,0.0
20200127:1611,0.0,0.0,0.0,-2.33,2.07,0.0
20200127:1711,0.0,0.0,0.0,-2.98,1.93,0.0
20200127:1811,0.0,0.0,0.0,-3.89,1.59,0.0
20200127:1911,0.0,0.0,0.0,-3.78,1.45,0.0
20200127:2011,0.0,0.0,0.0,-3.48,1.52,0.0
20200127:2111,0.0,0.0,0.0,-3.14,1.59,0.0
20200127:2211,0.0,0.0,0.0,-3.71,1.24,0.0
20200127:2311,0.0,0.0,0.0,-4.28,1.24,0.0
20200128:0011,0.0,0.0,0.0,-4.97,1.31,0.0
20200128:0111,0.0,0.0,0.0,-5.04,1.17,0.0
20200128:0211,0.0,0.0,0.0,-4.72,0.83,0.0
20200128:0311,0.0,0.0,0.0,-5.66,0.9,0.0
20200128:0411,0.0,0.0,0.0,-5.47,0.9,0.0
20200128:0511,0.0,0.0,0.0,-5.73,0.83,0.0
20200128:0611,0.0,0.0,0.0,-6.55,1.1,0.0
20200128:0711,0.0,0.0,0.0,-5.66,1.03,0.0
20200128:0811,0.0,0.0,0.0,-6.14,1.1,0.0
20200128:0911,540.53,598.06,6.18,-6.46,1.24,0.0
20200128:1011,537.72,593.56,9.82,-6.29,1.72,0.0
20200128:1111,151.32,176.38,11.74,-5.89,1.86,0.0
20200128:1211,239.58,268.74,11.78,-5.36,1.93,0.0
20200128:1311,233.76,262.38,9.93,-4.98,2.0,0.0
20200128:1411,22.59,37.95,6.35,-4.87,2.48,0.0
20200128:1511,0.0,0.0,0.0,-5.04,2.83,0.0
20200128:1611,0.0,0.0,0.0,-4.88,3.03,0.0
20200128:1711,0.0,0.0,0.0,-4.87,3.31,0.0
20200128:1811,0.0,0.0,0.0,-4.76,3.24,0.0
20200128:1911,0.0,0.0,0.0,-3.92,3.17,0.0
20200128:2011,0.0,0.0,0.0,-3.92,2.83,0.0
20200128:2111,0.0,0.0,0.0,-3.88,2.48,0.0
20200128:2211,0.0,0.0,0.0,-3.79,2.21,0.0
20200128:2311,0.0,0.0,0.0,-3.79,1.93,0.0
20200129:0011,0.0,0.0,0.0,-3.96,1.79,0.0
20200129:0111,0.0,0.0,0.0,-4.5,1.79,0.0
20200129:0211,0.0,0.0,0.0,-4.82,1.59,0.0
20200129:0311,0.0,0.0,0.0,-5.01,1.38,0.0
20200129:0411,0.0,0.0,0.0,-5.56,1.38,0.0
20200129:0511,0.0,0.0,0.0,-5.45,1.31,0.0
20200129:0611,0.0,0.0,0.0,-5.62,1.31,0.0
20200129:0711,0.0,0.0,0.0,-4.31,0.9,0.0
20200129:0811,0.0,0.0,0.0,-4.49,0.83,0.0
20200129:0911,0.42,6.46,6.42,-4.85,0.9,0.0
20200129:1011,15.19,28.96,10.08,-5.19,1.1,0.0
20200129:1111,5.06,14.89,12.0,-4.39,0.97,0.0
20200129:1211,5.08,14.9,12.05,-4.73,1.1,0.0
20200129:1311,3.26,11.94,10.2,-4.74,1.1,0.0
20200129:1411,0.43,6.48,6.61,-4.79,1.03,0.0
20200129:1511,0.0,0.0,0.0,-5.0,1.03,0.0
20200129:1611,0.0,0.0,0.0,-5.25,1.03,0.0
20200129:1711,0.0,0.0,0.0,-5.95,1.17,0.0
20200129:1811,0.0,0.0,0.0,-6.61,1.24,0.0
20200129:1911,0.0,0.0,0.0,-6.38,1.31,0.0
20200129:2011,0.0,0.0,0.0,-7.08,1.38,0.0
20200129:2111,0.0,0.0,0.0,-7.01,1.31,0.0
20200129:2211,0.0,0.0,0.0,-6.86,1.17,0.0
20200129:2311,0.0,0.0,0.0,-7.3,1.1,0.0
20200130:0011,0.0,0.0,0.0,-7.75,1.1,0.0
20200130:0111,0.0,0.0,0.0,-7.99,1.1,0.0
20200130:0211,0.0,0.0,0.0,-8.26,1.1,0.0
20200130:0311,0.0,0.0,0.0,-8.71,1.24,0.0
20200130:0411,0.0,0.0,0.0,-9.38,1.38,0.0
20200130:0511,0.0,0.0,0.0,-9.8,1.45,0.0
20200130:0611,0.0,0.0,0.0,-10.14,1.45,0.0
20200130:0711,0.0,0.0,0.0,-9.41,1.45,0.0
20200130:0811,0.0,0.0,0.0,-9.61,1.31,0.0
20200130:0911,199.38,221.41,6.67,-9.9,1.31,0.0
20200130:1011,144.51,166.98,10.33,-9.23,1.1,0.0
20200130:1111,188.78,214.36,12.27,-8.02,0.69,0.0
20200130:1211,8.74,20.15,12.32,-7.11,0.41,0.0
20200130:1311,631.15,718.48,10.47,-6.75,0.28,0.0
20200130:1411,7.11,17.82,6.89,-6.89,1.1,0.0
20200130:1511,0.0,0.75,1.83,-6.82,1.52,0.0
20200130:1611,0.0,0.0,0.0,-6.65,1.86,0.0
20200130:1711,0.0,0.0,0.0,-6.46,2.07,0.0
20200130:1811,0.0,0.0,0.0,-6.28,2.28,0.0
20200130:1911,0.0,0.0,0.0,-6.57,2.07,0.0
20200130:2011,0.0,0.0,0.0,-6.48,2.07,0.0
20200130:2111,0.0,0.0,0.0,-6.33,1.86,0.0
20200130:2211,0.0,0.0,0.0,-6.22,1.66,0.0
20200130:2311,0.0,0.0,0.0,-6.1,1.31,0.0
20200131:0011,0.0,0.0,0.0,-6.09,1.03,0.0
20200131:0111,0.0,0.0,0.0,-5.8,0.62,0.0
20200131:0211,0.0,0.0,0.0,-5.76,0.62,0.0
20200131:0311,0.0,0.0,0.0,-5.66,0.62,0.0
20200131:0411,0.0,0.0,0.0,-5.81,0.83,0.0
20200131:0511,0.0,0.0,0.0,-5.91,1.24,0.0
20200131:0611,0.0,0.0,0.0,-5.64,1.59,0.0
20200131:0711,0.0,0.0,0.0,-5.4,1.86,0.0
20200131:0811,0.0,0.62,1.78,-5.18,1.72,0.0
20200131:0911,12.79,25.84,6.92,-4.69,1.52,0.0
20200131:1011,5.9,16.18,10.6,-4.07,1.52,0.0
20200131:1111,7.93,19.26,12.54,-2.94,2.62,0.0
20200131:1211,5.58,15.77,12.6,-2.5,3.24,0.0
20200131:1311,23.09,39.26,10.75,-2.05,3.72,0.0
20200131:1411,515.1,568.11,7.16,-1.72,4.14,0.0
20200131:1511,0.0,0.75,2.11,-1.98,3.79,0.0
20200131:1611,0.0,0.0,0.0,-2.68,3.31,0.0
20200131:1711,0.0,0.0,0.0,-3.2,2.76,0.0
20200131:1811,0.0,0.0,0.0,-3.63,2.0,0.0
20200131:1911,0.0,0.0,0.0,-3.15,1.24,0.0
20200131:2011,0.0,0.0,0.0,-3.46,1.24,0.0
20200131:2111,0.0,0.0,0.0,-4.38,1.66,0.0
20200131:2211,0.0,0.0,0.0,-3.9,1.52,0.0
20200131:2311,0.0,0.0,0.0,-3.52,1.59,0.0
20200201:0011,0.0,0.0,0.0,-3.24,1.52,0.0
20200201:0111,0.0,0.0,0.0,-2.92,1.66,0.0
20200201:0211,0.0,0.0,0.0,-2.52,1.72,0.0
20200201:0311,0.0,0.0,0.0,-1.95,2.0,0.0
20200201:0411,0.0,0.0,0.0,-1.37,2.34,0.0
20200201:0511,0.0,0.0,0.0,-1.35,2.41,0.0
20200201:0611,0.0,0.0,0.0,-1.3,2.55,0.0
20200201:0711,0.0,0.0,0.0,-1.39,2.9,0.0
20200201:0811,0.0,0.62,2.03,-1.71,2.9,0.0
20200201:0911,0.75,7.27,7.17,-1.41,2.55,0.0
20200201:1011,3.67,12.77,10.86,-0.87,2.9,0.0
20200201:1111,21.57,37.65,12.82,-0.15,3.45,0.0
20200201:1211,5.49,15.77,12.88,0.14,3.59,0.0
20200201:1311,3.66,12.81,11.04,0.24,3.45,0.0
20200201:1411,0.75,7.3,7.44,0.04,3.17,0.0
20200201:1511,0.0,1.51,2.38,-0.16,2.97,0.0
20200201:1611,0.0,0.0,0.0,-0.61,2.69,0.0
20200201:1711,0.0,0.0,0.0,-0.83,2.41,0.0
20200201:1811,0.0,0.0,0.0,-0.87,2.48,0.0
20200201:1911,0.0,0.0,0.0,-2.04,2.76,0.0
20200201:2011,0.0,0.0,0.0,-3.36,3.59,0.0
20200201:2111,0.0,0.0,0.0,-4.4,4.07,0.0
20200201:2211,0.0,0.0,0.0,-5.31,4.21,0.0
20200201:2311,0.0,0.0,0.0,-5.85,4.07,0.0
20200202:0011,0.0,0.0,0.0,-6.12,3.52,0.0
20200202:0111,0.0,0.0,0.0,-6.24,3.31,0.0
20200202:0211,0.0,0.0,0.0,-6.36,3.38,0.0
20200202:0311,0.0,0.0,0.0,-6.37,3.31,0.0
20200202:0411,0.0,0.0,0.0,-6.58,3.1,0.0
20200202:0511,0.0,0.0,0.0,-6.78,2.97,0.0
20200202:0611,0.0,0.0,0.0,-7.03,2.97,0.0
20200202:0711,0.0,0.0,0.0,-7.06,3.03,0.0
20200202:0811,0.62,6.87,2.28,-7.31,2.97,0.0
20200202:0911,264.17,289.51,7.43,-7.32,3.03,0.0
20200202:1011,19.41,34.06,11.14,-6.99,3.24,0.0
20200202:1111,30.37,47.28,13.11,-6.65,3.31,0.0
20200202:1211,6.3,16.65,13.17,-6.55,3.24,0.0
20200202:1311,44.65,63.46,11.33,-6.65,3.1,0.0
20200202:1411,7.13,17.84,7.73,-6.89,2.9,0.0
20200202:1511,0.0,1.51,2.66,-7.43,2.76,0.0
20200202:1611,0.0,0.0,0.0,-8.05,2.62,0.0
20200202:1711,0.0,0.0,0.0,-8.63,2.48,0.0
20200202:1811,0.0,0.0,0.0,-9.26,2.34,0.0
20200202:1911,0.0,0.0,0.0,-9.01,2.07,0.0
20200202:2011,0.0,0.0,0.0,-9.55,2.07,0.0
20200202:2111,0.0,0.0,0.0,-9.59,2.0,0.0
20200202:2211,0.0,0.0,0.0,-9.93,2.07,0.0
20200202:2311,0.0,0.0,0.0,-10.25,2.28,0.0
20200203:0011,0.0,0.0,0.0,-10.53,2.21,0.0
20200203:0111,0.0,0.0,0.0,-11.09,2.07,0.0
20200203:0211,0.0,0.0,0.0,-11.39,2.07,0.0
20200203:0311,0.0,0.0,0.0,-11.94,1.93,0.0
20200203:0411,0.0,0.0,0.0,-12.36,1.86,0.0
20200203:0511,0.0,0.0,0.0,-13.23,1.79,0.0
20200203:0611,0.0,0.0,0.0,-13.9,1.72,0.0
20200203:0711,0.0,0.0,0.0,-14.46,1.45,0.0
20200203:0811,0.0,1.25,2.53,-14.39,1.24,0.0
20200203:0911,27.72,42.81,7.7,-13.65,1.03,0.0
20200203:1011,30.8,46.84,11.42,-12.41,0.83,0.0
20200203:1111,253.35,278.44,13.4,-11.0,0.76,0.0
20200203:1211,162.73,185.8,13.47,-10.24,0.97,0.0
20200203:1311,23.99,39.28,11.62,-9.74,1.38,0.0
20200203:1411,36.07,52.89,8.02,-9.33,1.38,0.0
20200203:1511,0.0,2.26,2.94,-9.44,1.24,0.0
20200203:1611,0.0,0.0,0.0,-9.27,1.38,0.0
20200203:1711,0.0,0.0,0.0,-9.09,1.38,0.0
20200203:1811,0.0,0.0,0.0,-8.89,1.38,0.0
20200203:1911,0.0,0.0,0.0,-8.39,0.83,0.0
20200203:2011,0.0,0.0,0.0,-8.29,0.76,0.0
20200203:2111,0.0,0.0,0.0,-8.24,0.9,0.0
20200203:2211,0.0,0.0,0.0,-8.17,0.83,0.0
20200203:2311,0.0,0.0,0.0,-8.09,0.76,0.0
20200204:0011,0.0,0.0,0.0,-7.82,0.69,0.0
20200204:0111,0.0,0.0,0.0,-7.67,0.62,0.0
20200204:0211,0.0,0.0,0.0,-7.72,0.69,0.0
20200204:0311,0.0,0.0,0.0,-7.84,0.83,0.0
20200204:0411,0.0,0.0,0.0,-7.84,0.9,0.0
20200204:0511,0.0,0.0,0.0,-8.59,1.24,0.0
20200204:0611,0.0,0.0,0.0,-9.02,1.31,0.0
20200204:0711,0.0,0.0,0.0,-9.57,1.66,0.0
20200204:0811,0.0,1.25,2.79,-9.64,1.72,0.0
20200204:0911,6.66,16.96,7.97,-10.17,1.93,0.0
20200204:1011,179.26,201.59,11.7,-10.05,2.07,0.0
20200204:1111,28.52,44.65,13.69,-9.59,2.21,0.0
20200204:1211,9.5,21.03,13.76,-9.39,2.41,0.0
20200204:1311,9.71,21.35,11.92,-8.94,2.55,0.0
20200204:1411,5.57,15.42,8.31,-8.97,2.55,0.0
20200204:1511,0.0,2.26,3.22,-9.38,2.48,0.0
20200204:1611,0.0,0.0,0.0,-10.13,2.55,0.0
20200204:1711,0.0,0.0,0.0,-10.87,2.55,0.0
20200204:1811,0.0,0.0,0.0,-11.39,2.62,0.0
20200204:1911,0.0,0.0,0.0,-11.78,2.83,0.0
20200204:2011,0.0,0.0,0.0,-12.15,2.69,0.0
20200204:2111,0.0,0.0,0.0,-12.4,2.48,0.0
20200204:2211,0.0,0.0,0.0,-12.92,2.34,0.0
20200204:2311,0.0,0.0,0.0,-13.56,2.34,0.0
20200205:0011,0.0,0.0,0.0,-13.93,2.28,0.0
20200205:0111,0.0,0.0,0.0,-13.88,2.21,0.0
20200205:0211,0.0,0.0,0.0,-13.45,2.21,0.0
20200205:0311,0.0,0.0,0.0,-12.98,2.14,0.0
20200205:0411,0.0,0.0,0.0,-12.04,2.21,0.0
20200205:0511,0.0,0.0,0.0,-10.93,2.14,0.0
20200205:0611,0.0,0.0,0.0,-10.79,2.28,0.0
20200205:0711,0.0,0.0,0.0,-10.08,2.34,0.0
20200205:0811,2.24,10.0,3.05,-9.48,2.41,0.0
20200205:0911,14.91,28.28,8.25,-8.02,2.76,0.0
20200205:1011,295.1,324.24,11.99,-6.29,3.1,0.0
20200205:1111,91.2,114.48,13.99,-4.46,4.07,0.0
20200205:1211,137.66,163.53,14.07,-3.24,5.03,0.0
20200205:1311,69.35,91.57,12.22,-2.48,5.45,0.0
20200205:1411,1.55,8.93,8.6,-1.76,5.86,0.0
20200205:1511,0.0,2.26,3.51,-1.11,6.07,0.0
20200205:1611,0.0,0.0,0.0,-0.6,6.34,0.0
20200205:1711,0.0,0.0,0.0,-0.27,6.41,0.0
20200205:1811,0.0,0.0,0.0,-0.29,6.0,0.0
20200205:1911,0.0,0.0,0.0,-0.39,5.1,0.0
20200205:2011,0.0,0.0,0.0,-0.41,4.83,0.0
20200205:2111,0.0,0.0,0.0,-0.3,4.9,0.0
20200205:2211,0.0,0.0,0.0,-0.5,4.76,0.0
